@relation _home_supun_Documents_wekafiles_Camel_case_final_cc_nocase

@attribute tokens string
@attribute klass {Non_Flakey,Flakey}

@data
'END_  POINTS  IS_  SECURITY_  ENABLED  get  Context  URL  oozie  Url  e  get  Job  Info  test  WS  Errors  get  Message  Mock  Dag  Engine  Service  wc  dummy  call  fail  get  Error  Code  assert  Not  Null  SERVLET_  CLASSES  run  Test  END_POINTS  IS_SECURITY_ENABLED  getContextURL  oozieUrl  e  getJobInfo  testWSErrors  getMessage  MockDagEngineService  wc  dummy  call  fail  getErrorCode  assertNotNull  SERVLET_CLASSES  runTest',Flakey
'normalized  Hosts  assert  False  test  Normalize  Host  Name  as  List  Network  not  resolving  Unknown  Host123  one  Host  String  Utils  for  normalizing  a  resolvable  hostname   resolved  ipaddress  is  expected  in  return  get  1.kanyezone.appspot.com  get  By  Name  join    localhost  summary  hosts  normalize  Host  Names  when  ipaddress  is  normalized   same  address  is  expected  in  return  assert  Equals  normalized    return  the  same  hostname  after  normalizing  a  irresolvable  hostname.  assume  True  Net  Utils     its  ipaddress  is  expected  to  return  equals  Element  2  equal  Assume  Element  1  equal  original    Arrays  Inet  Address  127.0.0.1  normalizedHosts  assertFalse  testNormalizeHostName  asList  Network not resolving   UnknownHost123  oneHost  StringUtils   for normalizing a resolvable hostname  resolved ipaddress is expected in return  get  1.kanyezone.appspot.com  getByName  join    localhost  summary  hosts  normalizeHostNames   when ipaddress is normalized  same address is expected in return  assertEquals   normalized    return the same hostname after normalizing a irresolvable hostname.  assumeTrue  NetUtils       its ipaddress is expected to return  equals  Element 2 equal   Assume  Element 1 equal   original   Arrays  InetAddress  127.0.0.1',Non_Flakey
'init  res  .dataout.  ABC.unresolved  \'region=us datastamp=20120230\'  hcat://hcat.server.com:5080/mydb/clicks/datastamp=20120230;region=us  Coord  EL  Functions  ${coord:data  Out  Partitions(\'  ABC\')}  set  Variable  \'datastamp=20120230 region=us\'  coord-action-start  eval  eval  And  Wrap  assert  True  .dataout.  ABC  equals  test  Data  Out  Partitions  expr  Boolean  init  res  .dataout.ABC.unresolved  \'region=us datastamp=20120230\'  hcat://hcat.server.com:5080/mydb/clicks/datastamp=20120230;region=us  CoordELFunctions  ${coord:dataOutPartitions(\'ABC\')}  setVariable  \'datastamp=20120230 region=us\'  coord-action-start  eval  evalAndWrap  assertTrue  .dataout.ABC  equals  testDataOutPartitions  expr  Boolean',Flakey
'(15)991231(15)991231(3103)001750(10)12  A  check  Fields  test  Parse  Field2  (15)991231(15)991231(3103)001750(10)12A  checkFields  testParseField2',Non_Flakey
'log4j.appender.oozie.  Rolling  Policy.  File  Name  Pattern  ${oozie.log.dir}/oozie.log-blah  get  Name  Test  missing  appender  class  get  Test  Case  Conf  Dir  ${oozie.log.dir}/oozie.log-\%d{yyyy-  MM-dd-  HH}.gz  ls  assert  False  Test  non-absolute  path  for  logfile  Test  Daily  Rolling  File  Appender  but  Date  Pattern  that  doesn\'t  end  with  \'  HH\'  or  \'dd\'  fos  log4j.appender.oozie.  File  do  Stream  Disabled  Check  ${oozie.log.dir}/oozie.log-\%d{yyyy-  MM-dd-  HH}  props  File  \'.\'yyyy-  MM-dd  \'.\'yyyy-  MM-dd-  HH  Test  missing  logfile  Test  appender  class  not  Daily  Rolling  File  Appender  or  Rolling  File  Appender  assert  True  oozie.log  Test  Daily  Rolling  File  Appender  with  everything  correct  (dd)  Test  Daily  Rolling  File  Appender  with  everything  correct  (  HH)  Test  Rolling  File  Appender  but  File  Name  Pattern  with  incorrect  beginning  \'.\'yyyy-  MM  Test  Rolling  File  Appender  with  everything  correct  (gz)  Test  Rolling  File  Appender  with  everything  correct  init  test  Disable  Log  Over  WS  X  Log  Service  ${oozie.log.dir}/oozie.log  destroy  store  props  test-disable-log-over-ws-log4j.properties  org.apache.log4j.  Daily  Rolling  File  Appender  log4j.appender.oozie  log4j.appender.oozie.  Date  Pattern  Test  Rolling  File  Appender  but  missing  File  Name  Pattern  set  Property  set  System  Property  org.blah.blah  org.apache.log4j.rolling.  Rolling  File  Appender  Test  Rolling  File  Appender  but  File  Name  Pattern  with  incorrect  ending  Test  Daily  Rolling  File  Appender  but  missing  Date  Pattern  ${oozie.log.dir}/blah.log-\%d{yyyy-  MM-dd-  HH}    log4j.appender.oozie.RollingPolicy.FileNamePattern  ${oozie.log.dir}/oozie.log-blah  getName   Test missing appender class  getTestCaseConfDir  ${oozie.log.dir}/oozie.log-\%d{yyyy-MM-dd-HH}.gz  ls  assertFalse   Test non-absolute path for logfile   Test DailyRollingFileAppender but DatePattern that doesn\'t end with \'HH\' or \'dd\'  fos  log4j.appender.oozie.File  doStreamDisabledCheck  ${oozie.log.dir}/oozie.log-\%d{yyyy-MM-dd-HH}  propsFile  \'.\'yyyy-MM-dd  \'.\'yyyy-MM-dd-HH   Test missing logfile   Test appender class not DailyRollingFileAppender or RollingFileAppender  assertTrue  oozie.log   Test DailyRollingFileAppender with everything correct (dd)   Test DailyRollingFileAppender with everything correct (HH)   Test RollingFileAppender but FileNamePattern with incorrect beginning  \'.\'yyyy-MM   Test RollingFileAppender with everything correct (gz)   Test RollingFileAppender with everything correct  init  testDisableLogOverWS  XLogService  ${oozie.log.dir}/oozie.log  destroy  store  props  test-disable-log-over-ws-log4j.properties  org.apache.log4j.DailyRollingFileAppender  log4j.appender.oozie  log4j.appender.oozie.DatePattern   Test RollingFileAppender but missing FileNamePattern  setProperty  setSystemProperty  org.blah.blah  org.apache.log4j.rolling.RollingFileAppender   Test RollingFileAppender but FileNamePattern with incorrect ending   Test DailyRollingFileAppender but missing DatePattern  ${oozie.log.dir}/blah.log-\%d{yyyy-MM-dd-HH}',Flakey
'add  executing  thread  should  be  a  daemon  thread.  current  Thread  wait  get  Executor  Service  notify  All  is  Empty  executing  Threads  run  execute  Thread  assert  True  is  Daemon  exec  Svc  get  context  context  Threadpool  Is  Daemonized  add  executing thread should be a daemon thread.  currentThread  wait  getExecutorService  notifyAll  isEmpty  executingThreads  run  execute  Thread  assertTrue  isDaemon  execSvc  get  context  contextThreadpoolIsDaemonized',Non_Flakey
'mytbl1  get  Waiting  Actions  server2  server1  get  Available  Dependency  UR  Is  Should  not  contain  duplicates  remove  Available  Dependency  UR  Is  1234465454  mydb  1234465452  1234465453  hcat://hcat-server1.domain.com:5080/mydb/mytbl1/dt=20120101;country=us  remove  Missing  Dependency  server1 db table1  get  JMS  Connection  Info  hcat  Service  dep3  jms  Service  dep4  dep1  dep2  is  Registered  For  Notification  .  pdms  get  Db  action  Id2  action  Id1  action  Id4  contains  test  Partition  Dependency  action  Id3  hcat://hcat-server1.domain.com:5080/mydb/mytbl1/country=us;dt=20120101  conn  Info  size  get  Table  is  Listening  To  Topic  hcat://hcat-server2.domain.com:5080/mydb/mytbl2/dt=20120102;country=us  get  Partition  Map  add  partition  as  missing  get  URI  mytbl2  server2 db table2  dt=20120101;country=us  assert  False  partition  Available  hcat://hcat-server2.domain.com:5080/mydb/mytbl2/dt=20120102;country=us;state=  CA  table2  table1  hcat-server1.domain.com:5080  assert  True  get  Test  all  AP  Is  related  to  dependency  caching  Add  duplicates.  Recovery  Service  will  add  duplicates  1234465451  add  Missing  Dependency  And  Register  assert  Equals  dt=20120102;country=us;state=  NY  Services  assert  Null  hcat-server2.domain.com:5080  to  String  dt=20120102;country=us;state=  CA  db  mytbl1  getWaitingActions  server2  server1  getAvailableDependencyURIs   Should not contain duplicates  removeAvailableDependencyURIs  1234465454  mydb  1234465452  1234465453  hcat://hcat-server1.domain.com:5080/mydb/mytbl1/dt=20120101;country=us  removeMissingDependency   server1 db table1  getJMSConnectionInfo  hcatService  dep3  jmsService  dep4  dep1  dep2  isRegisteredForNotification  .  pdms  getDb  actionId2  actionId1  actionId4  contains  testPartitionDependency  actionId3  hcat://hcat-server1.domain.com:5080/mydb/mytbl1/country=us;dt=20120101  connInfo  size  getTable  isListeningToTopic  hcat://hcat-server2.domain.com:5080/mydb/mytbl2/dt=20120102;country=us  getPartitionMap   add partition as missing  getURI  mytbl2   server2 db table2  dt=20120101;country=us  assertFalse  partitionAvailable  hcat://hcat-server2.domain.com:5080/mydb/mytbl2/dt=20120102;country=us;state=CA  table2  table1  hcat-server1.domain.com:5080  assertTrue  get   Test all APIs related to dependency caching   Add duplicates. RecoveryService will add duplicates  1234465451  addMissingDependencyAndRegister  assertEquals  dt=20120102;country=us;state=NY  Services  assertNull  hcat-server2.domain.com:5080  toString  dt=20120102;country=us;state=CA  db',Flakey
'FILE_  FOOTER  FILE_  HEADER  PRESENTATION_  FOOTER  header  Footer  Check  PRESENTATION_  HEADER  smoke  PRESENTATION_  FOOTER  FILE_  HEADER  FILE_FOOTER  FILE_HEADER  PRESENTATION_FOOTER  headerFooterCheck  PRESENTATION_HEADER  smoke  PRESENTATION_FOOTER   FILE_HEADER',Non_Flakey
'conn  open  Connection  unchecked  Http  Servlet  Response  assert  Equals  params  error  url  put  call  get  Response  Code  /callback  create  URL  id  Collections  ok  run  Test  test  Callback  Get  status    conn  openConnection  unchecked  HttpServletResponse  assertEquals  params  error  url  put  call  getResponseCode  /callback  createURL  id  Collections  ok  runTest  testCallbackGet  status',Flakey
'request  Http  Headers  Header  Elements  conn  when  set  Entity  test  Execution  Entity  Enclosing  Request  With  Expect  Continue  No  Response  times  is  Data  Available  flush  executor  context  create  verify  OK  Boolean  post  Process  add  Header  process  then  Return  Argument  Matchers  Method  get  Entity  execute  /  any  Int  Mockito  response  Http  Core  Context  httprocessor  mock  pre  Process  entity  receive  Response  Header  send  Request  Entity  send  Request  Header  receive  Response  Entity  request  HttpHeaders  HeaderElements  conn  when  setEntity  testExecutionEntityEnclosingRequestWithExpectContinueNoResponse  times  isDataAvailable  flush  executor  context  create  verify  OK  Boolean  postProcess  addHeader  process  thenReturn  ArgumentMatchers  Method  getEntity  execute  /  anyInt  Mockito  response  HttpCoreContext  httprocessor  mock  preProcess  entity  receiveResponseHeader  sendRequestEntity  sendRequestHeader  receiveResponseEntity',Non_Flakey
'kills  add  Node  def  enters  one  start  test  Asynch  Simple  assert  Equals  Workflow  Instance  get  Status  as  List  wf  /  1  exits  size  <worklfow-app/>  end  Arrays  job  signal  fails    kills  addNode  def  enters  one  start  testAsynchSimple  assertEquals  WorkflowInstance  getStatus  asList  wf  /  1  exits  size  <worklfow-app/>  end  Arrays  job  signal  fails',Flakey
'set  Ninja  Properties  test  That  Setting  Ninja  Properties  Twice  Does  Not  Work  Ninja  Mode  equal  To  ninja  Servlet  Listener  ninja  Properties  assert  That  first  setting  works  setting  the  properties  a  second  time  does  not  work...  got  Exception  setNinjaProperties  testThatSettingNinjaPropertiesTwiceDoesNotWork  NinjaMode  equalTo  ninjaServletListener  ninjaProperties  assertThat   first setting works   setting the properties a second time does not work...  gotException',Non_Flakey
'init  get  Name  set  oozie.service.  Proxy  User  Service.proxyuser.foo.hosts  get  Conf  destroy  conf  *  services     as  List  test  Wrong  Config  Groups  Services  fail  String  Utils  join  Arrays  init  getName  set  oozie.service.ProxyUserService.proxyuser.foo.hosts  getConf  destroy  conf  *  services     asList  testWrongConfigGroups  Services  fail  StringUtils  join  Arrays',Flakey
'Common  Configuration  Keys  Public  test  Connection  Retries  On  Socket  Timeout  Exceptions  set  max  retries  to  3  conf  set  max  retries  to  0  assert  Retries  On  Socket  Timeouts  set  Int  CommonConfigurationKeysPublic  testConnectionRetriesOnSocketTimeoutExceptions   set max retries to 3  conf   set max retries to 0  assertRetriesOnSocketTimeouts  setInt',Non_Flakey
'fname  stat  need  to  run  long  enough  to  fail:  takes  25  to  35  seec  on  Mac  LOG  position  Read  Option  assert  Equals  test  Write  And  Read  test  Write  Read  Seq  Summary  status  from  test1:  status=  rd  Begin  Pos  WR_  NTIMES  Assert  filename  Option  WR_  CHUNK_  SIZE  use  FC  Option  info  fname  stat   need to run long enough to fail: takes 25 to 35 seec on Mac  LOG  positionReadOption  assertEquals  testWriteAndRead  testWriteReadSeq  Summary status from test1: status=   rdBeginPos  WR_NTIMES  Assert  filenameOption  WR_CHUNK_SIZE  useFCOption  info',Flakey
'verify  Read  to  Read  Sequence  of  actions:  conf  Write  random  bytes  to  file  Math  fs  seek  @  System  next  Bytes  sb  seek  Off  min  stream  File  System  create  close  write  afe  set  Class  reads  new  Instance  j  next  Int  stm  set  Int  Common  Configuration  Keys  Public  buf  r  TEST_  PATH  Record  the  sequence  of  seeks  and  reads  which  trigger  a  failure.  to  String  fs.file.impl  test  Buffered  FS  Input  Stream  open  append  seeks  read      verifyRead  toRead  Sequence of actions:    conf   Write random bytes to file      Math  fs  seek @   System  nextBytes  sb  seekOff  min  stream  FileSystem  create  close  write  afe  setClass  reads  newInstance  j  nextInt  stm  setInt  CommonConfigurationKeysPublic  buf  r  TEST_PATH   Record the sequence of seeks and reads which trigger a failure.  toString  fs.file.impl  testBufferedFSInputStream  open  append  seeks  read',Non_Flakey
'wf  Job  C  Get  Cmd  add  Record  To  Bundle  Action  Table  coord  Action  C  coord  Action  D  wf  Action  F  Get  Cmd  subwf  Action  A  Get  Cmd  add  Record  To  Wf  Action  Table  coord  Action  A  coord  Action  B  2011-02-01  T01:00  Z  get  Status  coord  Job  C  Get  Cmd  wf  Job  F  Get  Cmd  wf  Action  C  Get  Cmd  get  End  Time  bundle  Action  A  Bundle  Job  Bean  assert  Not  Null  bundle  Action  B  Coordinator  Action  Workflow  Job  C  should  not  have  been  purged  2011-03-01  T01:00  Z  Sub  Workflow  Job  C  should  not  have  been  purged  bundle  Job  A  Get  Cmd  Job  relationships:  bundle  Job  A  yes  yes  coord  Job  A  yes  ^  wf  Job  A  yes  ^  subwf  Job  A  yes  ^  bundle  Job  B  no  no  coord  Job  B  yes  ^  wf  Job  B  no  ^  coord  Job  C  no  no  wf  Job  C  no  ^  subwf  Job  C  yes  ^  coord  Job  D  yes  no  wf  Job  D  no  ^  wf  Job  E  yes  yes  wf  Job  F  yes  no  subwf  Job  F  no  ^  Workflow  Action  C  should  not  have  been  purged  subwf  Job  C  Get  Cmd  execute  Workflow  Job  D  should  not  have  been  purged  Sub  Workflow  Job  A  should  have  been  purged  Coordinator  Job  1  subwf  Action  F  fail  Sub  Workflow  Action  F  should  not  have  been  purged  SUCCEEDED  subwf  Job  F  Get  Cmd  Bundle  Action  B  should  not  have  been  purged  bundle  Action  A  Get  Cmd  je  Coordinator  Job  D  should  not  have  been  purged  subwf  Action  F  Get  Cmd  wf  Job  A  subwf  Job  F  wf  Job  C  2011-04-01  T01:00  Z  wf  Job  B  wf  Job  E  wf  Job  D  subwf  Job  A  wf  Job  F  subwf  Action  A  Workflow  Job  B  should  not  have  been  purged  subwf  Job  C  subwf  Action  C  Bundle  Action  A  should  have  been  purged  Coordinator  Action  D  should  not  have  been  purged  2011-07-01  T01:00  Z  Coordinator  Job  C  should  not  have  been  purged  get  Error  Code  get  wf  Job  A  Get  Cmd  wf  Action  E  Get  Cmd  get  App  Name  Bundle  Job  B  should  not  have  been  purged  Coordinator  Job  B  should  not  have  been  purged  2011-01-01  T01:00  Z  add  Record  To  Bundle  Job  Table  set  Last  Modified  Time  assert  Equals  get  Last  Modified  Time  test  Purge  Lots  Of  Jobs  add  Record  To  Coord  Job  Table  call  Services  wf  Action  D  Get  Cmd  Workflow  Action  D  should  not  have  been  purged  wf  Action  A  jpa  Service  wf  Action  B  wf  Action  C  wf  Action  D  wf  Action  E  wf  Action  F  bundle  Job  B  Get  Cmd  Sub  Workflow  Action  C  should  not  have  been  purged  Workflow  Action  E  should  have  been  purged  Sub  Workflow  Job  F  should  not  have  been  purged  coord  Action  A  Get  Cmd  get  Num  Days  To  Not  Be  Purged  Date  Utils  Workflow  Instance  add  Record  To  Coord  Action  Table  parse  Date  Oozie  TZ  Workflow  Job  F  should  not  have  been  purged  coord  Job  D  Get  Cmd  2011-05-01  T01:00  Z  Coordinator  Job  A  should  have  been  purged  Job  coord  Action  D  Get  Cmd  Coordinator  Action  A  should  have  been  purged  Workflow  Action  F  should  not  have  been  purged  coord  Job  B  coord  Job  C  Coordinator  Action  C  should  not  have  been  purged  coord  Job  A  coord  Job  D  wf  Action  B  Get  Cmd  wf  Job  B  Get  Cmd  wf  Job  E  Get  Cmd  Workflow  Action  2011-06-01  T01:00  Z  coord  Action  C  Get  Cmd  Workflow  Action  A  should  have  been  purged  wf  Action  A  Get  Cmd  Bundle  Job  A  should  have  been  purged  get  Id  Workflow  Job  A  should  have  been  purged  subwf  Action  C  Get  Cmd  bundle  Action  B  Get  Cmd  bundle  Job  A  bundle  Job  B  add  Record  To  Wf  Job  Table  wf  Job  D  Get  Cmd  Workflow  Action  B  should  not  have  been  purged  Workflow  Job  coord  Job  A  Get  Cmd  Sub  Workflow  Action  A  should  have  been  purged  coord  Action  B  Get  Cmd  subwf  Job  A  Get  Cmd  coord-action-get.xml  coord  Job  B  Get  Cmd  set  End  Time  Workflow  Job  E  should  have  been  purged  Error  Code  Coordinator  Action  B  should  not  have  been  purged  wfJobCGetCmd  addRecordToBundleActionTable  coordActionC  coordActionD  wfActionFGetCmd  subwfActionAGetCmd  addRecordToWfActionTable  coordActionA  coordActionB  2011-02-01T01:00Z  getStatus  coordJobCGetCmd  wfJobFGetCmd  wfActionCGetCmd  getEndTime  bundleActionA  BundleJobBean  assertNotNull  bundleActionB  CoordinatorAction  Workflow Job C should not have been purged  2011-03-01T01:00Z  SubWorkflow Job C should not have been purged  bundleJobAGetCmd   Job relationships:          bundleJobA              yes     yes              coordJobA           yes     ^                  wfJobA          yes     ^                      subwfJobA   yes     ^          bundleJobB              no      no              coordJobB           yes     ^                  wfJobB          no      ^          coordJobC               no      no              wfJobC              no      ^                  subwfJobC       yes     ^          coordJobD               yes     no              wfJobD              no      ^          wfJobE                  yes     yes          wfJobF                  yes     no              subwfJobF           no      ^            Workflow Action C should not have been purged  subwfJobCGetCmd  execute  Workflow Job D should not have been purged  SubWorkflow Job A should have been purged  CoordinatorJob  1  subwfActionF  fail  SubWorkflow Action F should not have been purged  SUCCEEDED  subwfJobFGetCmd  Bundle Action B should not have been purged  bundleActionAGetCmd  je  Coordinator Job D should not have been purged  subwfActionFGetCmd  wfJobA  subwfJobF  wfJobC  2011-04-01T01:00Z  wfJobB  wfJobE  wfJobD  subwfJobA  wfJobF  subwfActionA  Workflow Job B should not have been purged  subwfJobC  subwfActionC  Bundle Action A should have been purged  Coordinator Action D should not have been purged  2011-07-01T01:00Z  Coordinator Job C should not have been purged  getErrorCode  get  wfJobAGetCmd  wfActionEGetCmd  getAppName  Bundle Job B should not have been purged  Coordinator Job B should not have been purged  2011-01-01T01:00Z  addRecordToBundleJobTable  setLastModifiedTime  assertEquals  getLastModifiedTime  testPurgeLotsOfJobs  addRecordToCoordJobTable  call  Services  wfActionDGetCmd  Workflow Action D should not have been purged  wfActionA  jpaService  wfActionB  wfActionC  wfActionD  wfActionE  wfActionF  bundleJobBGetCmd  SubWorkflow Action C should not have been purged  Workflow Action E should have been purged  SubWorkflow Job F should not have been purged  coordActionAGetCmd  getNumDaysToNotBePurged  DateUtils  WorkflowInstance  addRecordToCoordActionTable  parseDateOozieTZ  Workflow Job F should not have been purged  coordJobDGetCmd  2011-05-01T01:00Z  Coordinator Job A should have been purged  Job  coordActionDGetCmd  Coordinator Action A should have been purged  Workflow Action F should not have been purged  coordJobB  coordJobC  Coordinator Action C should not have been purged  coordJobA  coordJobD  wfActionBGetCmd  wfJobBGetCmd  wfJobEGetCmd  WorkflowAction  2011-06-01T01:00Z  coordActionCGetCmd  Workflow Action A should have been purged  wfActionAGetCmd  Bundle Job A should have been purged  getId  Workflow Job A should have been purged  subwfActionCGetCmd  bundleActionBGetCmd  bundleJobA  bundleJobB  addRecordToWfJobTable  wfJobDGetCmd  Workflow Action B should not have been purged  WorkflowJob  coordJobAGetCmd  SubWorkflow Action A should have been purged  coordActionBGetCmd  subwfJobAGetCmd  coord-action-get.xml  coordJobBGetCmd  setEndTime  Workflow Job E should have been purged  ErrorCode  Coordinator Action B should not have been purged',Flakey
'EXIT_  EXCEPTION_  THROWN  test  Throwable  java.lang.  Out  Of  Memory  Error  ARG_  THROWABLE  assert  Launch  Outcome  NAME  EXIT_EXCEPTION_THROWN  testThrowable  java.lang.OutOfMemoryError  ARG_THROWABLE  assertLaunchOutcome  NAME',Non_Flakey
'get  Job  Tracker  Uri  get  Name  <java>  conf  create  Context  app  Path  setup  Action  Conf  create  Base  Hadoop  Conf  action  Xml  Scheme  localfs  not  supported  assert  True  get  context  hdfs viewfs  <job-tracker>  test  Filesystem  Scheme  get  Name  Node  Uri  localfs://namenode:port/mydir  e  Action  Xml  init  ae  </java>  Xml  Utils  </main-class>  parse  Xml  get  Message  </job-tracker>  destroy  Hadoop  Accessor  Service  <name-node>  <main-class>  Supposed  to  throw  exception  due  to  unsupported  fs  scheme  -  localfs  </name-node>  E0904  Services  fail  contains  set  System  Property  getJobTrackerUri  getName  <java>  conf  createContext  appPath  setupActionConf  createBaseHadoopConf  actionXml  Scheme localfs not supported  assertTrue  get  context  hdfs viewfs  <job-tracker>  testFilesystemScheme  getNameNodeUri  localfs://namenode:port/mydir  eActionXml  init  ae  </java>  XmlUtils  </main-class>  parseXml  getMessage  </job-tracker>  destroy  HadoopAccessorService  <name-node>  <main-class>  Supposed to throw exception due to unsupported fs scheme - localfs  </name-node>  E0904  Services  fail  contains  setSystemProperty',Flakey
'server  server  Threads  Server  assert  False  call  Ids  run  conf  contains  every  expected  value.  start  ID  get  client  synchronized  List  join  per  Caller  Call  Count  Collections  addr  get  Call  Id  caller  Count  add  int  Value  test  Unique  Sequential  Call  Ids  start  assert  Equals  sort  get  Connect  Address  list  must  be  synchronized   because  multiple  server  threads  will  add  to  it.  Net  Utils  stop  size  callers  expected  Call  Count  server  serverThreads  Server  assertFalse  callIds  run  conf   contains every expected value.  startID  get  client  synchronizedList  join  perCallerCallCount  Collections  addr  getCallId  callerCount  add  intValue  testUniqueSequentialCallIds  start  assertEquals  sort  getConnectAddress   list must be synchronized  because multiple server threads will add to it.  NetUtils  stop  size  callers  expectedCallCount',Non_Flakey
'get  Job  Tracker  Uri  </configuration>  create  Context  cache  Files  Str  context  create  get  Cache  Files  <job-tracker>  e  Action  Xml  action  Lib  Path  ae  Test  adding  a  directory  </value></property>  actionlibs  parse  Xml  </job-tracker>  get  File  System  Test  adding  a  directory  and  a  file  (comma  separated)     <name-node>  </name-node>  setup  Launcher  Conf  set  Lib  Files  Archives  contains  mkdirs  Arrays  job  Conf  cache  Files  jar3.jar  <java>  get  App  Path  jar3  Path  test  Action  Libs  Path  create  Base  Hadoop  Conf  action  Xml  Distributed  Cache  <job-xml>job.xml</job-xml>  assert  True  <property><name>oozie.launcher.oozie.libpath</name><value>  <job-xml>job2.xml</job-xml>  jar2  Path  close  get  Name  Node  Uri  jar1  Path  </java>  Xml  Utils  jar1.jar  <main-class>  MAIN-  CLASS</main-class>  <configuration>  Test  adding  a  file  to  String  jar2.jar  get  Fs  Test  Case  Dir  getJobTrackerUri  </configuration>  createContext  cacheFilesStr  context  create  getCacheFiles  <job-tracker>  eActionXml  actionLibPath  ae   Test adding a directory  </value></property>  actionlibs  parseXml  </job-tracker>  getFileSystem   Test adding a directory and a file (comma separated)     <name-node>  </name-node>  setupLauncherConf  setLibFilesArchives  contains  mkdirs  Arrays  jobConf  cacheFiles  jar3.jar  <java>  getAppPath  jar3Path  testActionLibsPath  createBaseHadoopConf  actionXml  DistributedCache  <job-xml>job.xml</job-xml>  assertTrue  <property><name>oozie.launcher.oozie.libpath</name><value>  <job-xml>job2.xml</job-xml>  jar2Path  close  getNameNodeUri  jar1Path  </java>  XmlUtils  jar1.jar  <main-class>MAIN-CLASS</main-class>  <configuration>   Test adding a file  toString  jar2.jar  getFsTestCaseDir',Flakey
'get  Restart  Count  Conditions  timeout  sleep  wait  Or  Timeout  interrupt  wait  until  restart  count  is  1  verify  get  Accumulated  Trigger  Count  restart  Timeout  start  thread  needs  to  be  waiting  after  start  assert  Equals  set  Settle  Down  Millis  trigger  restart  Trigger  Thread  thread  needs  to  be  waiting  after  restart  wait  until  accumulated  trigger  is  set  back  to  zero  should  have  only  called  this  exactly  once  machine  long  settling  down  period  to  ensure  it\'ll  happen  mock  is  Waiting  call  restart  quickly  in  a  row  is  Satisfied  at  Least  millis  shutdown  settle  Time  Millis  getRestartCount  Conditions  timeout  sleep  waitOrTimeout  interrupt   wait until restart count is 1  verify  getAccumulatedTriggerCount  restart  Timeout  start   thread needs to be waiting after start  assertEquals  setSettleDownMillis  trigger  restartTrigger  Thread   thread needs to be waiting after restart   wait until accumulated trigger is set back to zero   should have only called this exactly once  machine   long settling down period to ensure it\'ll happen  mock  isWaiting   call restart quickly in a row  isSatisfied  atLeast  millis  shutdown  settleTimeMillis',Non_Flakey
'get  Job  Tracker  Uri  conf  fs  create  Job  Conf  get  Test  Group  assert  Not  Null  get  test  Accessor  has  create  File  System  group  get  Name  Node  Uri  mapred.job.tracker  invalid  user  set  valid  user  services  uri  Services  fail  create  Job  Client  get  Test  User  fs.default.name  invalid  jc  user  getJobTrackerUri  conf  fs  createJobConf  getTestGroup  assertNotNull  get  testAccessor  has  createFileSystem  group  getNameNodeUri  mapred.job.tracker   invalid user  set   valid user  services  uri  Services  fail  createJobClient  getTestUser  fs.default.name  invalid  jc  user',Flakey
'get  Name  set  Provider  set  Protocol  set  Trust  Manager  Factory  Algorithm  PROVIDER_  SUN_  JSSE  Assert  assert  Not  Null  set  Secure  Random  get  Default  Algorithm  create  get  Provider  TLS  SSL  Context  Builder  set  Key  Manager  Factory  Algorithm  load  Trust  Material  load  Key  Material  set  Key  Store  Type  ssl  Context  get  Protocol  assert  Equals  Key  Store  get  Default  Type  Key  Manager  Factory  build  test  Build  All  Defaults  Trust  Manager  Factory  getName  setProvider  setProtocol  setTrustManagerFactoryAlgorithm  PROVIDER_SUN_JSSE  Assert  assertNotNull  setSecureRandom  getDefaultAlgorithm  create  getProvider  TLS  SSLContextBuilder  setKeyManagerFactoryAlgorithm  loadTrustMaterial  loadKeyMaterial  setKeyStoreType  sslContext  getProtocol  assertEquals  KeyStore  getDefaultType  KeyManagerFactory  build  testBuildAllDefaults  TrustManagerFactory',Non_Flakey
